sale_unique_id,item_nbr,item_vendor,item_department,store_nbr,sales_date,sequence_nbr,item_category,sales_qty,item_cost
100410028-28,100410,504,18,119,2026-09-07,28,,97,212.2
100410029-29,100410,504,19,117,2026-09-08,29,,42,396.59
100410030-30,100410,504,12,103,2026-09-09,30,,22,218.92
100601001-1,100601,506,26,103,2026-08-11,1,,38,139.49
100601002-2,100601,506,28,108,2026-08-12,2,,19,277.62
100601003-3,100601,506,18,103,2026-08-13,3,,23,124.88
100601004-4,100601,506,25,111,2026-08-14,4,,16,62.68
100601005-5,100601,506,21,104,2026-08-15,5,,47,32.17
100601006-6,100601,506,13,106,2026-08-16,6,,55,462.68
100601007-7,100601,506,25,103,2026-08-17,7,,41,354.09
100601008-8,100601,506,25,116,2026-08-18,8,,61,288
100601009-9,100601,506,27,115,2026-08-19,9,,49,211.04
100601010-10,100601,506,11,111,2026-08-20,10,,96,459.6
100601011-11,100601,506,19,108,2026-08-21,11,,54,232.49
100601012-12,100601,506,13,117,2026-08-22,12,,17,90.53
100601013-13,100601,506,20,105,2026-08-23,13,,37,238.8
100601014-14,100601,506,27,113,2026-08-24,14,,83,38.66
100601015-15,100601,506,14,117,2026-08-25,15,,67,231.48
100601016-16,100601,506,25,117,2026-08-26,16,,80,238.35
100601017-17,100601,506,10,103,2026-08-27,17,,1,324.9
100601018-18,100601,506,14,105,2026-08-28,18,,88,334.29
100601019-19,100601,506,24,120,2026-08-29,19,,15,314.52
100601020-20,100601,506,18,109,2026-08-30,20,,4,344.81
100601021-21,100601,506,14,119,2026-08-31,21,,82,92.86
100601022-22,100601,506,14,114,2026-09-01,22,,71,451.54
100601023-23,100601,506,24,116,2026-09-02,23,,18,182.4
100601024-24,100601,506,26,109,2026-09-03,24,,10,247.96
100601025-25,100601,506,23,112,2026-09-04,25,,97,341.67
100601026-26,100601,506,16,109,2026-09-05,26,,37,375.63
100601027-27,100601,506,21,112,2026-09-06,27,,95,146.28
100601028-28,100601,506,21,106,2026-09-07,28,,44,253.92
100601029-29,100601,506,23,118,2026-09-08,29,,44,378.14
100601030-30,100601,506,26,106,2026-09-09,30,,12,129.57
100602001-1,100602,506,10,111,2026-08-11,1,,28,252.08
100602002-2,100602,506,28,101,2026-08-12,2,,11,124.17
100602003-3,100602,506,12,108,2026-08-13,3,,64,370.74
100602004-4,100602,506,12,108,2026-08-14,4,,27,5.73
100602005-5,100602,506,24,108,2026-08-15,5,,38,5.18
100602006-6,100602,506,17,108,2026-08-16,6,,1,389.41
100602007-7,100602,506,14,110,2026-08-17,7,,84,298.06
100602008-8,100602,506,16,107,2026-08-18,8,,27,173
100602009-9,100602,506,15,101,2026-08-19,9,,9,171.53
100602010-10,100602,506,12,106,2026-08-20,10,,5,92.91
100602011-11,100602,506,25,104,2026-08-21,11,,55,31.38
100602012-12,100602,506,25,111,2026-08-22,12,,74,75.33
100602013-13,100602,506,29,112,2026-08-23,13,,44,87.35
100602014-14,100602,506,20,108,2026-08-24,14,,70,214.45
100602015-15,100602,506,29,120,2026-08-25,15,,85,267.15
100602016-16,100602,506,22,101,2026-08-26,16,,1,25.13
100602017-17,100602,506,28,111,2026-08-27,17,,43,172.48
100602018-18,100602,506,24,118,2026-08-28,18,,11,284.06
100602019-19,100602,506,20,115,2026-08-29,19,,12,473.29
100602020-20,100602,506,21,119,2026-08-30,20,,22,31.66
100602021-21,100602,506,11,103,2026-08-31,21,,65,309.96
100602022-22,100602,506,24,111,2026-09-01,22,,12,99.97
100602023-23,100602,506,20,101,2026-09-02,23,,40,10.89
100602024-24,100602,506,11,102,2026-09-03,24,,65,282.21
100602025-25,100602,506,17,102,2026-09-04,25,,69,124.41
100602026-26,100602,506,25,113,2026-09-05,26,,13,335.73
100602027-27,100602,506,20,119,2026-09-06,27,,61,16.4
100602028-28,100602,506,14,116,2026-09-07,28,,89,255.71
100602029-29,100602,506,22,115,2026-09-08,29,,21,8.8
100602030-30,100602,506,20,113,2026-09-09,30,,20,329.43
100603001-1,100603,506,24,107,2026-08-11,1,,14,390.64
100603002-2,100603,506,13,118,2026-08-12,2,,42,461.69
100603003-3,100603,506,13,111,2026-08-13,3,,92,453.89
100603004-4,100603,506,25,116,2026-08-14,4,,75,370.67
100603005-5,100603,506,26,112,2026-08-15,5,,43,270.6
100603006-6,100603,506,20,109,2026-08-16,6,,58,465.55
100603007-7,100603,506,11,116,2026-08-17,7,,32,62.25
100603008-8,100603,506,17,108,2026-08-18,8,,97,252.2
100603009-9,100603,506,18,102,2026-08-19,9,,8,469.92
100603010-10,100603,506,12,118,2026-08-20,10,,35,161.1
100603011-11,100603,506,20,106,2026-08-21,11,,88,58.27
100603012-12,100603,506,27,110,2026-08-22,12,,72,267.89
100603013-13,100603,506,24,104,2026-08-23,13,,47,280.02
100603014-14,100603,506,11,117,2026-08-24,14,,25,458.69
100603015-15,100603,506,19,104,2026-08-25,15,,98,460.09
100603016-16,100603,506,13,117,2026-08-26,16,,22,47.58
100603017-17,100603,506,26,119,2026-08-27,17,,36,124.67
100603018-18,100603,506,20,101,2026-08-28,18,,11,467.19
100603019-19,100603,506,11,119,2026-08-29,19,,85,309.47
100603020-20,100603,506,11,104,2026-08-30,20,,3,463.69
100603021-21,100603,506,28,105,2026-08-31,21,,1,127.55
100603022-22,100603,506,19,113,2026-09-01,22,,86,350.94
100603023-23,100603,506,12,107,2026-09-02,23,,83,308.25
100603024-24,100603,506,28,110,2026-09-03,24,,9,400.76
100603025-25,100603,506,14,109,2026-09-04,25,,13,410.29
100603026-26,100603,506,27,102,2026-09-05,26,,14,277.86
100603027-27,100603,506,17,116,2026-09-06,27,,78,274.26
100603028-28,100603,506,14,116,2026-09-07,28,,34,417.91
100603029-29,100603,506,18,116,2026-09-08,29,,70,226.24
100603030-30,100603,506,27,112,2026-09-09,30,,68,206.75
100604001-1,100604,506,11,115,2026-08-11,1,,23,468.46
100604002-2,100604,506,10,119,2026-08-12,2,,82,458.03
100604003-3,100604,506,15,101,2026-08-13,3,,83,141.72
100604004-4,100604,506,25,118,2026-08-14,4,,10,458.61
100604005-5,100604,506,17,103,2026-08-15,5,,60,481.6
100604006-6,100604,506,24,114,2026-08-16,6,,99,247.68
100604007-7,100604,506,26,105,2026-08-17,7,,63,175.77
100604008-8,100604,506,21,101,2026-08-18,8,,63,187.99
100604009-9,100604,506,22,103,2026-08-19,9,,54,43.87
100604010-10,100604,506,19,114,2026-08-20,10,,52,283.09
100604011-11,100604,506,22,105,2026-08-21,11,,99,207.14
100604012-12,100604,506,14,120,2026-08-22,12,,5,48.39
100604013-13,100604,506,26,118,2026-08-23,13,,63,101.03
100604014-14,100604,506,17,115,2026-08-24,14,,72,301.89
100604015-15,100604,506,28,101,2026-08-25,15,,73,128.89
100604016-16,100604,506,13,108,2026-08-26,16,,84,472.53
100604017-17,100604,506,22,111,2026-08-27,17,,73,260.06
100604018-18,100604,506,25,107,2026-08-28,18,,60,446.82
100604019-19,100604,506,16,119,2026-08-29,19,,27,457.13
100604020-20,100604,506,17,116,2026-08-30,20,,69,295.57
100604021-21,100604,506,16,104,2026-08-31,21,,32,117.93
100604022-22,100604,506,10,101,2026-09-01,22,,23,234.87
100604023-23,100604,506,25,106,2026-09-02,23,,29,265.51
100604024-24,100604,506,19,115,2026-09-03,24,,72,234.72
100604025-25,100604,506,12,101,2026-09-04,25,,18,243.1
100604026-26,100604,506,13,102,2026-09-05,26,,100,426.26
100604027-27,100604,506,14,114,2026-09-06,27,,77,326.9
100604028-28,100604,506,25,103,2026-09-07,28,,64,213.33
100604029-29,100604,506,25,105,2026-09-08,29,,90,52.75
100604030-30,100604,506,23,114,2026-09-09,30,,73,141.59
100605001-1,100605,506,14,115,2026-08-11,1,,93,482.23
100605002-2,100605,506,13,113,2026-08-12,2,,49,99.22
100605003-3,100605,506,23,110,2026-08-13,3,,95,100.88
100605004-4,100605,506,19,109,2026-08-14,4,,11,333.31
100605005-5,100605,506,15,114,2026-08-15,5,,1,386.81
100605006-6,100605,506,24,102,2026-08-16,6,,93,172.36
100605007-7,100605,506,14,108,2026-08-17,7,,3,357.59
100605008-8,100605,506,15,103,2026-08-18,8,,64,170.65
100605009-9,100605,506,26,111,2026-08-19,9,,30,45.89
100605010-10,100605,506,19,112,2026-08-20,10,,97,495.27
100605011-11,100605,506,12,117,2026-08-21,11,,25,461.91
100605012-12,100605,506,12,108,2026-08-22,12,,50,253.45
100605013-13,100605,506,17,115,2026-08-23,13,,61,69.32
100605014-14,100605,506,11,120,2026-08-24,14,,55,428.29
100605015-15,100605,506,29,106,2026-08-25,15,,32,329.64
100605016-16,100605,506,12,110,2026-08-26,16,,97,391.99
100605017-17,100605,506,10,114,2026-08-27,17,,5,352.36
100605018-18,100605,506,26,109,2026-08-28,18,,39,268.84
100605019-19,100605,506,17,103,2026-08-29,19,,99,186.2
100605020-20,100605,506,14,117,2026-08-30,20,,74,45.52
100605021-21,100605,506,10,104,2026-08-31,21,,81,240.23
100605022-22,100605,506,22,117,2026-09-01,22,,63,43.28
100605023-23,100605,506,27,109,2026-09-02,23,,86,102.58
100605024-24,100605,506,20,115,2026-09-03,24,,66,21.18
100605025-25,100605,506,28,116,2026-09-04,25,,94,425.72
100605026-26,100605,506,25,104,2026-09-05,26,,29,265.87
100605027-27,100605,506,24,101,2026-09-06,27,,5,390.32
100605028-28,100605,506,27,119,2026-09-07,28,,88,422.39
100605029-29,100605,506,24,119,2026-09-08,29,,31,424.89
100605030-30,100605,506,10,115,2026-09-09,30,,78,220.56
100606001-1,100606,506,23,110,2026-08-11,1,,51,336.4
100606002-2,100606,506,24,118,2026-08-12,2,,99,90.4
100606003-3,100606,506,19,105,2026-08-13,3,,64,33.07
100606004-4,100606,506,17,105,2026-08-14,4,,82,351.69
100606005-5,100606,506,11,114,2026-08-15,5,,43,315.86
100606006-6,100606,506,23,102,2026-08-16,6,,93,22.37
100606007-7,100606,506,16,114,2026-08-17,7,,60,256.83
100606008-8,100606,506,22,114,2026-08-18,8,,10,328.92
100606009-9,100606,506,19,101,2026-08-19,9,,31,201.37
100606010-10,100606,506,23,118,2026-08-20,10,,29,57.33
100606011-11,100606,506,22,101,2026-08-21,11,,5,51.5
100606012-12,100606,506,23,114,2026-08-22,12,,13,363.84
100606013-13,100606,506,28,119,2026-08-23,13,,89,105.65
100606014-14,100606,506,17,118,2026-08-24,14,,48,87.17
100606015-15,100606,506,26,115,2026-08-25,15,,71,447.4
100606016-16,100606,506,26,107,2026-08-26,16,,89,259.37
100606017-17,100606,506,18,110,2026-08-27,17,,58,279.27
100606018-18,100606,506,16,116,2026-08-28,18,,59,247.99
100606019-19,100606,506,10,118,2026-08-29,19,,74,50.65
100606020-20,100606,506,16,111,2026-08-30,20,,100,481.63
100606021-21,100606,506,26,111,2026-08-31,21,,26,437.88
100606022-22,100606,506,21,109,2026-09-01,22,,70,67.37
100606023-23,100606,506,16,111,2026-09-02,23,,51,359.02
100606024-24,100606,506,27,110,2026-09-03,24,,13,51.11
100606025-25,100606,506,24,102,2026-09-04,25,,48,8.95
100606026-26,100606,506,25,107,2026-09-05,26,,65,202.32
100606027-27,100606,506,27,107,2026-09-06,27,,96,399.36
100606028-28,100606,506,23,111,2026-09-07,28,,34,368.29
100606029-29,100606,506,14,106,2026-09-08,29,,75,414.59
100606030-30,100606,506,15,103,2026-09-09,30,,64,372.89
100607001-1,100607,506,19,111,2026-08-11,1,,48,258.17
100607002-2,100607,506,23,104,2026-08-12,2,,86,457.03
100607003-3,100607,506,12,120,2026-08-13,3,,72,279.84
100607004-4,100607,506,28,115,2026-08-14,4,,37,323.68
100607005-5,100607,506,27,111,2026-08-15,5,,89,385.82
100607006-6,100607,506,19,116,2026-08-16,6,,90,490.13
100607007-7,100607,506,21,114,2026-08-17,7,,70,238.35
100607008-8,100607,506,27,118,2026-08-18,8,,32,43.55
100607009-9,100607,506,26,104,2026-08-19,9,,31,270.63
100607010-10,100607,506,20,119,2026-08-20,10,,47,122.36
100607011-11,100607,506,15,120,2026-08-21,11,,50,116.35
100607012-12,100607,506,10,119,2026-08-22,12,,33,212.5
100607013-13,100607,506,27,105,2026-08-23,13,,83,470.54
100607014-14,100607,506,26,109,2026-08-24,14,,84,272.48
100607015-15,100607,506,19,105,2026-08-25,15,,20,69.53
100607016-16,100607,506,12,105,2026-08-26,16,,23,481.98
100607017-17,100607,506,25,109,2026-08-27,17,,29,360.67
100607018-18,100607,506,14,101,2026-08-28,18,,61,402.39
100607019-19,100607,506,10,103,2026-08-29,19,,74,431.27
100607020-20,100607,506,29,110,2026-08-30,20,,33,477.91
100607021-21,100607,506,12,101,2026-08-31,21,,25,339.27
100607022-22,100607,506,27,102,2026-09-01,22,,87,316.56
100607023-23,100607,506,29,106,2026-09-02,23,,68,276.95
100607024-24,100607,506,12,115,2026-09-03,24,,88,284.5
100607025-25,100607,506,21,120,2026-09-04,25,,85,48.98
100607026-26,100607,506,22,114,2026-09-05,26,,65,309.85
100607027-27,100607,506,19,102,2026-09-06,27,,20,445.2
100607028-28,100607,506,10,108,2026-09-07,28,,66,468.5
100607029-29,100607,506,14,107,2026-09-08,29,,3,291.34
100607030-30,100607,506,28,104,2026-09-09,30,,17,327.94
100608001-1,100608,506,21,117,2026-08-11,1,,81,465.78
100608002-2,100608,506,18,117,2026-08-12,2,,29,460.33
100608003-3,100608,506,15,117,2026-08-13,3,,79,5.76
100608004-4,100608,506,23,113,2026-08-14,4,,31,489.8
100608005-5,100608,506,25,104,2026-08-15,5,,59,89.1
100608006-6,100608,506,19,119,2026-08-16,6,,51,404.73
100608007-7,100608,506,12,105,2026-08-17,7,,80,245.73
100608008-8,100608,506,12,103,2026-08-18,8,,56,203.56
100608009-9,100608,506,10,105,2026-08-19,9,,40,290.12
100608010-10,100608,506,18,108,2026-08-20,10,,57,376.25
100608011-11,100608,506,22,110,2026-08-21,11,,17,132.23
100608012-12,100608,506,29,116,2026-08-22,12,,18,34.98
100608013-13,100608,506,12,115,2026-08-23,13,,2,150.18
100608014-14,100608,506,15,118,2026-08-24,14,,13,346.15
100608015-15,100608,506,14,102,2026-08-25,15,,90,167.46
100608016-16,100608,506,21,115,2026-08-26,16,,88,52.84
100608017-17,100608,506,14,115,2026-08-27,17,,15,162.23
100608018-18,100608,506,16,109,2026-08-28,18,,74,69.36
100608019-19,100608,506,18,113,2026-08-29,19,,15,309.35
100608020-20,100608,506,19,112,2026-08-30,20,,59,114.86
100608021-21,100608,506,11,118,2026-08-31,21,,65,115.25
100608022-22,100608,506,10,114,2026-09-01,22,,2,316.45
100608023-23,100608,506,12,118,2026-09-02,23,,40,80.3
100608024-24,100608,506,26,114,2026-09-03,24,,71,376.23
100608025-25,100608,506,21,102,2026-09-04,25,,86,104.52
100608026-26,100608,506,10,104,2026-09-05,26,,1,135.77
100608027-27,100608,506,28,103,2026-09-06,27,,70,138.79
100608028-28,100608,506,11,112,2026-09-07,28,,11,207.17
100608029-29,100608,506,14,114,2026-09-08,29,,64,229.47
100608030-30,100608,506,11,102,2026-09-09,30,,72,267.05
100609001-1,100609,506,15,118,2026-08-11,1,,57,422.98
100609002-2,100609,506,22,101,2026-08-12,2,,35,114.46
100609003-3,100609,506,19,118,2026-08-13,3,,95,332.22
100609004-4,100609,506,29,104,2026-08-14,4,,66,418.91
100609005-5,100609,506,29,107,2026-08-15,5,,38,470.33
100609006-6,100609,506,19,101,2026-08-16,6,,3,296.99
100609007-7,100609,506,26,106,2026-08-17,7,,95,269.7
100609008-8,100609,506,23,114,2026-08-18,8,,83,135.18
100609009-9,100609,506,15,116,2026-08-19,9,,45,188.44
100609010-10,100609,506,21,115,2026-08-20,10,,11,328.83
100609011-11,100609,506,21,112,2026-08-21,11,,6,128.79
100609012-12,100609,506,19,114,2026-08-22,12,,43,155.68
100609013-13,100609,506,28,101,2026-08-23,13,,34,340.39
100609014-14,100609,506,20,104,2026-08-24,14,,94,281.42
100609015-15,100609,506,29,112,2026-08-25,15,,1,302.37
100609016-16,100609,506,26,108,2026-08-26,16,,91,446.19
100609017-17,100609,506,23,116,2026-08-27,17,,19,462.55
100609018-18,100609,506,18,109,2026-08-28,18,,93,318.43
100609019-19,100609,506,24,115,2026-08-29,19,,23,332.39
100609020-20,100609,506,11,105,2026-08-30,20,,41,393.53
100609021-21,100609,506,27,120,2026-08-31,21,,75,129.88
100609022-22,100609,506,16,101,2026-09-01,22,,82,384.97
100609023-23,100609,506,13,115,2026-09-02,23,,10,362.96
100609024-24,100609,506,28,109,2026-09-03,24,,96,65.92
100609025-25,100609,506,24,117,2026-09-04,25,,77,83.65
100609026-26,100609,506,28,111,2026-09-05,26,,38,283.09
100609027-27,100609,506,20,103,2026-09-06,27,,25,110.32
100609028-28,100609,506,25,106,2026-09-07,28,,18,433.27
100609029-29,100609,506,10,106,2026-09-08,29,,60,478.49
100609030-30,100609,506,13,117,2026-09-09,30,,99,368.16
100610001-1,100610,506,10,116,2026-08-11,1,,4,182.27
100610002-2,100610,506,15,102,2026-08-12,2,,63,37.15
100610003-3,100610,506,12,106,2026-08-13,3,,45,163
100610004-4,100610,506,10,104,2026-08-14,4,,98,424.61
100610005-5,100610,506,11,120,2026-08-15,5,,50,287.01
100610006-6,100610,506,17,108,2026-08-16,6,,31,216.59
100610007-7,100610,506,11,116,2026-08-17,7,,26,45.95
100610008-8,100610,506,26,119,2026-08-18,8,,16,35.8
100610009-9,100610,506,21,119,2026-08-19,9,,71,481.54
100610010-10,100610,506,24,116,2026-08-20,10,,53,486.57
100610011-11,100610,506,19,116,2026-08-21,11,,99,215.81
100610012-12,100610,506,13,107,2026-08-22,12,,15,408.75
100610013-13,100610,506,12,109,2026-08-23,13,,60,174.9
100610014-14,100610,506,12,112,2026-08-24,14,,88,349.62
100610015-15,100610,506,29,118,2026-08-25,15,,57,315.48
100610016-16,100610,506,14,111,2026-08-26,16,,79,17.11
100610017-17,100610,506,23,117,2026-08-27,17,,3,197.8
100610018-18,100610,506,17,119,2026-08-28,18,,55,249.8
100610019-19,100610,506,19,108,2026-08-29,19,,47,356.24
100610020-20,100610,506,19,120,2026-08-30,20,,94,92.36
100610021-21,100610,506,19,115,2026-08-31,21,,37,188.32
100610022-22,100610,506,21,102,2026-09-01,22,,97,185.15
100610023-23,100610,506,22,103,2026-09-02,23,,16,283.06
100610024-24,100610,506,27,105,2026-09-03,24,,3,194.23
100610025-25,100610,506,16,108,2026-09-04,25,,13,89.56
100610026-26,100610,506,14,112,2026-09-05,26,,22,482.21
100610027-27,100610,506,17,102,2026-09-06,27,,56,59.54
100610028-28,100610,506,15,113,2026-09-07,28,,38,344.61
100610029-29,100610,506,25,114,2026-09-08,29,,16,378.46
100610030-30,100610,506,19,113,2026-09-09,30,,38,469.52
100701001-1,100701,507,12,105,2026-08-11,1,,54,423.47
100701002-2,100701,507,19,102,2026-08-12,2,,76,266.48
100701003-3,100701,507,20,120,2026-08-13,3,,14,461.84
100701004-4,100701,507,11,113,2026-08-14,4,,27,196.54
100701005-5,100701,507,10,114,2026-08-15,5,,87,18.13
100701006-6,100701,507,16,108,2026-08-16,6,,42,320.17
100701007-7,100701,507,18,103,2026-08-17,7,,29,101.23
100701008-8,100701,507,16,112,2026-08-18,8,,16,294.36
100701009-9,100701,507,14,110,2026-08-19,9,,12,233.4
100701010-10,100701,507,28,106,2026-08-20,10,,74,445.16
100701011-11,100701,507,27,107,2026-08-21,11,,55,375.03
100701012-12,100701,507,11,111,2026-08-22,12,,14,16.66
100701013-13,100701,507,22,111,2026-08-23,13,,100,76.1
100701014-14,100701,507,22,117,2026-08-24,14,,88,177.24
100701015-15,100701,507,15,120,2026-08-25,15,,33,456.04
100701016-16,100701,507,25,107,2026-08-26,16,,38,119.37
100701017-17,100701,507,20,108,2026-08-27,17,,99,120.74
100701018-18,100701,507,23,106,2026-08-28,18,,61,222.52
100701019-19,100701,507,22,104,2026-08-29,19,,56,122.84
100701020-20,100701,507,29,116,2026-08-30,20,,52,11.62
100701021-21,100701,507,15,101,2026-08-31,21,,100,141.08
100701022-22,100701,507,15,106,2026-09-01,22,,13,414.25
100701023-23,100701,507,26,101,2026-09-02,23,,41,68.04
100701024-24,100701,507,29,103,2026-09-03,24,,29,247.14
100701025-25,100701,507,14,102,2026-09-04,25,,4,449.72
100701026-26,100701,507,24,101,2026-09-05,26,,1,193.82
100701027-27,100701,507,10,102,2026-09-06,27,,22,249.97
100701028-28,100701,507,29,103,2026-09-07,28,,82,379.59
100701029-29,100701,507,19,109,2026-09-08,29,,37,189.22
100701030-30,100701,507,27,117,2026-09-09,30,,76,282.05
100702001-1,100702,507,22,113,2026-08-11,1,,89,342.35
100702002-2,100702,507,29,102,2026-08-12,2,,61,353.79
100702003-3,100702,507,13,118,2026-08-13,3,,73,266.41
100702004-4,100702,507,10,107,2026-08-14,4,,88,322.85
100702005-5,100702,507,19,119,2026-08-15,5,,98,449.66
100702006-6,100702,507,24,104,2026-08-16,6,,91,351.77
100702007-7,100702,507,17,114,2026-08-17,7,,16,391.02
100702008-8,100702,507,15,117,2026-08-18,8,,7,396.45
100702009-9,100702,507,26,111,2026-08-19,9,,56,397.63
100702010-10,100702,507,26,114,2026-08-20,10,,9,85.51
100702011-11,100702,507,12,112,2026-08-21,11,,18,86.27
100702012-12,100702,507,26,116,2026-08-22,12,,100,173.64
100702013-13,100702,507,29,120,2026-08-23,13,,96,393.44
100702014-14,100702,507,10,107,2026-08-24,14,,85,360.47
100702015-15,100702,507,16,101,2026-08-25,15,,2,142.23
100702016-16,100702,507,24,105,2026-08-26,16,,39,52.37
100702017-17,100702,507,19,102,2026-08-27,17,,85,274.35
100702018-18,100702,507,13,105,2026-08-28,18,,46,155.09
100702019-19,100702,507,17,103,2026-08-29,19,,58,264.26
100702020-20,100702,507,14,119,2026-08-30,20,,65,255.1
100702021-21,100702,507,13,113,2026-08-31,21,,54,158.13
100702022-22,100702,507,28,109,2026-09-01,22,,44,479.86
100702023-23,100702,507,11,112,2026-09-02,23,,20,387.89
100702024-24,100702,507,24,104,2026-09-03,24,,22,306.82
100702025-25,100702,507,19,108,2026-09-04,25,,82,171.93
100702026-26,100702,507,17,105,2026-09-05,26,,5,168.9
100702027-27,100702,507,10,106,2026-09-06,27,,18,343.61
100702028-28,100702,507,28,108,2026-09-07,28,,52,138.08
100702029-29,100702,507,24,103,2026-09-08,29,,14,243.58
100702030-30,100702,507,27,110,2026-09-09,30,,27,130.95
100703001-1,100703,507,14,116,2026-08-11,1,,51,22.44
100703002-2,100703,507,13,117,2026-08-12,2,,37,197.63
100703003-3,100703,507,22,119,2026-08-13,3,,26,243.35
100703004-4,100703,507,14,105,2026-08-14,4,,60,243.24
100703005-5,100703,507,21,106,2026-08-15,5,,40,199.62
100703006-6,100703,507,24,106,2026-08-16,6,,36,200.11
100703007-7,100703,507,18,115,2026-08-17,7,,22,189.94
100703008-8,100703,507,13,103,2026-08-18,8,,93,486.45
100703009-9,100703,507,10,105,2026-08-19,9,,75,9.21
100703010-10,100703,507,13,111,2026-08-20,10,,98,158.17
100703011-11,100703,507,24,104,2026-08-21,11,,36,228.15
100703012-12,100703,507,25,112,2026-08-22,12,,74,243.57
100703013-13,100703,507,27,120,2026-08-23,13,,67,86.88
100703014-14,100703,507,17,107,2026-08-24,14,,98,59.46
100703015-15,100703,507,27,119,2026-08-25,15,,28,15.08
100703016-16,100703,507,24,118,2026-08-26,16,,27,271.99
100703017-17,100703,507,15,101,2026-08-27,17,,33,197.94
100703018-18,100703,507,10,104,2026-08-28,18,,42,288.78
100703019-19,100703,507,18,106,2026-08-29,19,,17,462.2
100703020-20,100703,507,16,103,2026-08-30,20,,57,381.99
100703021-21,100703,507,12,108,2026-08-31,21,,41,311
100703022-22,100703,507,20,107,2026-09-01,22,,38,328.71
100703023-23,100703,507,27,107,2026-09-02,23,,56,388.36
100703024-24,100703,507,27,108,2026-09-03,24,,66,197.41
100703025-25,100703,507,19,113,2026-09-04,25,,6,104.49
100703026-26,100703,507,26,117,2026-09-05,26,,83,166.06
100703027-27,100703,507,29,103,2026-09-06,27,,85,437.94
100703028-28,100703,507,20,105,2026-09-07,28,,71,404.65
100703029-29,100703,507,15,103,2026-09-08,29,,75,444.15
100703030-30,100703,507,24,114,2026-09-09,30,,68,50.06
100704001-1,100704,507,18,103,2026-08-11,1,,27,270.66
100704002-2,100704,507,18,104,2026-08-12,2,,45,219.99
100704003-3,100704,507,16,120,2026-08-13,3,,69,40.85
100704004-4,100704,507,12,113,2026-08-14,4,,78,115.75
100704005-5,100704,507,25,113,2026-08-15,5,,46,482.16
100704006-6,100704,507,28,116,2026-08-16,6,,73,55.18
100704007-7,100704,507,26,104,2026-08-17,7,,21,377.65
100704008-8,100704,507,19,104,2026-08-18,8,,28,57.35
100704009-9,100704,507,18,101,2026-08-19,9,,31,314.04
100704010-10,100704,507,28,119,2026-08-20,10,,68,391.17
100704011-11,100704,507,24,108,2026-08-21,11,,9,460.65
100704012-12,100704,507,20,119,2026-08-22,12,,89,369.17
100704013-13,100704,507,25,105,2026-08-23,13,,53,259.18
100704014-14,100704,507,22,119,2026-08-24,14,,24,485.17
100704015-15,100704,507,26,106,2026-08-25,15,,77,173.9
100704016-16,100704,507,21,105,2026-08-26,16,,18,324.3
100704017-17,100704,507,20,114,2026-08-27,17,,16,465.1
100704018-18,100704,507,19,118,2026-08-28,18,,7,357.53
100704019-19,100704,507,22,111,2026-08-29,19,,17,226.2
100704020-20,100704,507,20,108,2026-08-30,20,,36,207.8
100704021-21,100704,507,22,106,2026-08-31,21,,91,26.77
100704022-22,100704,507,16,118,2026-09-01,22,,36,356.47
100704023-23,100704,507,26,118,2026-09-02,23,,100,60.95
100704024-24,100704,507,20,106,2026-09-03,24,,77,214.34
100704025-25,100704,507,13,112,2026-09-04,25,,11,491.23
100704026-26,100704,507,18,110,2026-09-05,26,,52,275.48
100704027-27,100704,507,29,114,2026-09-06,27,,39,116.69
100704028-28,100704,507,14,113,2026-09-07,28,,43,319.43
100704029-29,100704,507,21,108,2026-09-08,29,,37,122.6
100704030-30,100704,507,28,120,2026-09-09,30,,10,225.22
100705001-1,100705,507,24,120,2026-08-11,1,,70,331.72
100705002-2,100705,507,10,119,2026-08-12,2,,92,396.69
100705003-3,100705,507,27,112,2026-08-13,3,,45,88.61
100705004-4,100705,507,21,109,2026-08-14,4,,11,131.58
100705005-5,100705,507,17,101,2026-08-15,5,,64,187.9
100705006-6,100705,507,24,115,2026-08-16,6,,84,75.54
100705007-7,100705,507,13,104,2026-08-17,7,,70,423.52
100705008-8,100705,507,21,105,2026-08-18,8,,89,29.77
100705009-9,100705,507,23,104,2026-08-19,9,,32,447.38
100705010-10,100705,507,21,112,2026-08-20,10,,73,483.04
100705011-11,100705,507,17,116,2026-08-21,11,,98,228.68
100705012-12,100705,507,28,113,2026-08-22,12,,76,159.74
100705013-13,100705,507,23,114,2026-08-23,13,,87,107.2
100705014-14,100705,507,16,115,2026-08-24,14,,100,121.38
100705015-15,100705,507,12,104,2026-08-25,15,,91,160.77
100705016-16,100705,507,17,116,2026-08-26,16,,32,36.47
100705017-17,100705,507,22,112,2026-08-27,17,,93,427.91
100705018-18,100705,507,29,115,2026-08-28,18,,19,295.96
100705019-19,100705,507,22,111,2026-08-29,19,,23,475.56
100705020-20,100705,507,19,108,2026-08-30,20,,26,63.1
100705021-21,100705,507,28,116,2026-08-31,21,,61,196.85
100705022-22,100705,507,12,108,2026-09-01,22,,55,177.33
100705023-23,100705,507,23,114,2026-09-02,23,,55,231.47
100705024-24,100705,507,18,113,2026-09-03,24,,63,421.24
100705025-25,100705,507,18,109,2026-09-04,25,,100,157.89
100705026-26,100705,507,13,114,2026-09-05,26,,89,325.84
100705027-27,100705,507,18,112,2026-09-06,27,,23,129.86
