SAP_Journal_document_nbr,SAP_Journal_credit_store,SAP_Journal_debit_store,SAP_journal_date,Transaction_Date,SAP_Journal_amount,SAP_Journal_credit_amt,SAP_Journal_debit_amt,SAP_journal_credit_account,SAP_journal_debit_amount,Transaction_Timestamp
b430744dcec7464db6f5,102,505,2026-08-11,2026-08-11,8345.78,8345.78,8345.78,,,2026-09-12 23:05:03
949873e9ef6d4c279edf,112,505,2026-08-12,2026-08-12,2445.95,2445.95,2445.95,,,2026-09-12 23:05:03
afc5e778a27442c18898,109,505,2026-08-13,2026-08-13,259.74,259.74,259.74,,,2026-09-12 23:05:03
505ac2ad3ca64870999f,114,505,2026-08-14,2026-08-14,1133.47,1133.47,1133.47,,,2026-09-12 23:05:03
855cd4fdb5fe4d2cbbf9,108,505,2026-08-15,2026-08-15,73.32,73.32,73.32,,,2026-09-12 23:05:03
50c61e7a56184b5eb611,119,505,2026-08-16,2026-08-16,673.97,673.97,673.97,,,2026-09-12 23:05:03
12a47b67e92e44ee86e2,101,505,2026-08-17,2026-08-17,438.06,438.06,438.06,,,2026-09-12 23:05:03
631a04466cce4965aab9,111,505,2026-08-18,2026-08-18,221.49,221.49,221.49,,,2026-09-12 23:05:03
179bfc3b9b9d4b6ead7b,117,505,2026-08-19,2026-08-19,3252.18,3252.18,3252.18,,,2026-09-12 23:05:03
a1fbc4ada70d4adca269,109,505,2026-08-20,2026-08-20,601.36,601.36,601.36,,,2026-09-12 23:05:03
85dc16077bef4bcebfa3,109,505,2026-08-21,2026-08-21,3022.64,3022.64,3022.64,,,2026-09-12 23:05:03
ede33e0463d34458b2e5,118,505,2026-08-22,2026-08-22,1434.98,1434.98,1434.98,,,2026-09-12 23:05:03
28f9b6262bc2466d8ad8,111,505,2026-08-23,2026-08-23,5377.2,5377.2,5377.2,,,2026-09-12 23:05:03
2aeaae0fed78418fa626,115,505,2026-08-24,2026-08-24,6668.74,6668.74,6668.74,,,2026-09-12 23:05:03
4c98290074474444a4ae,111,505,2026-08-25,2026-08-25,435.58,435.58,435.58,,,2026-09-12 23:05:03
fb9ab8e0683b404dbb25,103,505,2026-08-26,2026-08-26,2143.65,2143.65,2143.65,,,2026-09-12 23:05:03
7aab59f6309d4d71ac69,101,505,2026-08-27,2026-08-27,3448.98,3448.98,3448.98,,,2026-09-12 23:05:03
e497bd290b4c48d5a2e8,105,505,2026-08-28,2026-08-28,233.96,233.96,233.96,,,2026-09-12 23:05:03
71c5cbae3a624466a05a,112,505,2026-08-29,2026-08-29,3823.95,3823.95,3823.95,,,2026-09-12 23:05:03
b60c5643cf6541bfab28,106,505,2026-08-30,2026-08-30,1253.38,1253.38,1253.38,,,2026-09-12 23:05:03
ded52bf37f964fe2971f,110,505,2026-08-31,2026-08-31,562.2,562.2,562.2,,,2026-09-12 23:05:03
da9e092f710f4da7aafd,114,505,2026-09-01,2026-09-01,488.7,488.7,488.7,,,2026-09-12 23:05:03
a490a4f65b794f818cdb,106,505,2026-09-02,2026-09-02,3077.17,3077.17,3077.17,,,2026-09-12 23:05:03
fc8761ac980f40d98536,108,505,2026-09-03,2026-09-03,2777.32,2777.32,2777.32,,,2026-09-12 23:05:03
080341718cbe48a3a307,118,505,2026-09-04,2026-09-04,913.63,913.63,913.63,,,2026-09-12 23:05:03
aff6a58ba4c1489e95de,114,505,2026-09-05,2026-09-05,2418.97,2418.97,2418.97,,,2026-09-12 23:05:03
c9f80428462046ac9747,110,505,2026-09-06,2026-09-06,1940.9,1940.9,1940.9,,,2026-09-12 23:05:03
5823eafffcaa480f8a67,114,505,2026-09-07,2026-09-07,7598.1,7598.1,7598.1,,,2026-09-12 23:05:03
85236cb2b9884f03a8e2,120,505,2026-09-08,2026-09-08,178.36,178.36,178.36,,,2026-09-12 23:05:03
c3ce3441ea8d4101a3e9,117,505,2026-09-09,2026-09-09,4290.64,4290.64,4290.64,,,2026-09-12 23:05:03
27f8caff97c3424dbbad,106,505,2026-08-11,2026-08-11,2900.88,2900.88,2900.88,,,2026-09-12 23:05:03
909e09808d634ea982cc,117,505,2026-08-12,2026-08-12,2273.79,2273.79,2273.79,,,2026-09-12 23:05:03
6a884fc43fdb4b2ca6d3,109,505,2026-08-13,2026-08-13,5238.1,5238.1,5238.1,,,2026-09-12 23:05:03
a63e04ba278f48d4b9f8,118,505,2026-08-14,2026-08-14,9058.83,9058.83,9058.83,,,2026-09-12 23:05:03
b23224e8b0bc4c6b970a,105,505,2026-08-15,2026-08-15,7639.03,7639.03,7639.03,,,2026-09-12 23:05:03
ea192e6269de4bde8047,102,505,2026-08-16,2026-08-16,1502.17,1502.17,1502.17,,,2026-09-12 23:05:03
dfd5d0de20394be297d5,108,505,2026-08-17,2026-08-17,3510.71,3510.71,3510.71,,,2026-09-12 23:05:03
4c17deec76c5421eacc8,117,505,2026-08-18,2026-08-18,682.15,682.15,682.15,,,2026-09-12 23:05:03
36ec987d68a14473b8fb,108,505,2026-08-19,2026-08-19,1255.09,1255.09,1255.09,,,2026-09-12 23:05:03
12dfef78e3af436a86c0,102,505,2026-08-20,2026-08-20,7299,7299,7299,,,2026-09-12 23:05:03
0ece7690114f4b9c8af9,106,505,2026-08-21,2026-08-21,2064.58,2064.58,2064.58,,,2026-09-12 23:05:03
e475894e121d4402a1b6,112,505,2026-08-22,2026-08-22,1652.22,1652.22,1652.22,,,2026-09-12 23:05:03
45b69b495ef5441e8df9,107,505,2026-08-23,2026-08-23,4915.18,4915.18,4915.18,,,2026-09-12 23:05:03
6c56e505203b4006b885,108,505,2026-08-24,2026-08-24,4086.69,4086.69,4086.69,,,2026-09-12 23:05:03
2ef8a68881ac421481f6,101,505,2026-08-25,2026-08-25,4448.74,4448.74,4448.74,,,2026-09-12 23:05:03
b0544747db594fab8bd8,112,505,2026-08-26,2026-08-26,996.78,996.78,996.78,,,2026-09-12 23:05:03
4277daa3ae92493a9ec6,105,505,2026-08-27,2026-08-27,1063.47,1063.47,1063.47,,,2026-09-12 23:05:03
0d348482ec544b06bf73,101,505,2026-08-28,2026-08-28,2291.38,2291.38,2291.38,,,2026-09-12 23:05:03
bec97f2465ad4a4bad17,119,505,2026-08-29,2026-08-29,104.95,104.95,104.95,,,2026-09-12 23:05:03
31ee4d35080e4614b31d,120,505,2026-08-30,2026-08-30,8695.51,8695.51,8695.51,,,2026-09-12 23:05:03
ad97366011304bfcb459,116,505,2026-08-31,2026-08-31,1988.16,1988.16,1988.16,,,2026-09-12 23:05:03
e267880dafcf45cd92ce,110,505,2026-09-01,2026-09-01,1577.63,1577.63,1577.63,,,2026-09-12 23:05:03
3de8baf753f64d2ea1c8,114,505,2026-09-02,2026-09-02,2859.62,2859.62,2859.62,,,2026-09-12 23:05:03
22f109f6b6bb469582e1,116,505,2026-09-03,2026-09-03,640.62,640.62,640.62,,,2026-09-12 23:05:03
f710a6fdf29a498f9ccb,113,505,2026-09-04,2026-09-04,7462.16,7462.16,7462.16,,,2026-09-12 23:05:03
b4a675fd2ea9444ab1f6,119,505,2026-09-05,2026-09-05,3938.02,3938.02,3938.02,,,2026-09-12 23:05:03
545e1ab5e74b4a45ad2b,110,505,2026-09-06,2026-09-06,1746.96,1746.96,1746.96,,,2026-09-12 23:05:03
c5b0ed275ea648799a69,114,505,2026-09-07,2026-09-07,2323.17,2323.17,2323.17,,,2026-09-12 23:05:03
59992e7d36be46e49e27,116,505,2026-09-08,2026-09-08,138.83,138.83,138.83,,,2026-09-12 23:05:03
32c63d32b19d41959a0c,115,505,2026-09-09,2026-09-09,227.9,227.9,227.9,,,2026-09-12 23:05:03
210d098b38494449bff3,118,505,2026-08-11,2026-08-11,173.68,173.68,173.68,,,2026-09-12 23:05:03
302f6e28e1c64872ae56,117,505,2026-08-12,2026-08-12,4462.45,4462.45,4462.45,,,2026-09-12 23:05:03
6b74367b06f148d98b3f,111,505,2026-08-13,2026-08-13,2988.88,2988.88,2988.88,,,2026-09-12 23:05:03
11e2a8cf144147a9a77f,113,505,2026-08-14,2026-08-14,1592.07,1592.07,1592.07,,,2026-09-12 23:05:03
f0590dcf917a43a8bcb9,102,505,2026-08-15,2026-08-15,853.59,853.59,853.59,,,2026-09-12 23:05:03
b6797d7a0f844aea9232,103,505,2026-08-16,2026-08-16,5268.7,5268.7,5268.7,,,2026-09-12 23:05:03
a67bf203ed8d418d849a,120,505,2026-08-17,2026-08-17,439.29,439.29,439.29,,,2026-09-12 23:05:03
d247f29e733140328cd0,103,505,2026-08-18,2026-08-18,60.18,60.18,60.18,,,2026-09-12 23:05:03
bc5bbe7728c34961aa7d,120,505,2026-08-19,2026-08-19,1983.77,1983.77,1983.77,,,2026-09-12 23:05:03
f0fa3b318df1481a9021,120,505,2026-08-20,2026-08-20,4158.24,4158.24,4158.24,,,2026-09-12 23:05:03
fe2796dea1854c879250,114,505,2026-08-21,2026-08-21,6163.66,6163.66,6163.66,,,2026-09-12 23:05:03
c149f6eef9e94a73add7,110,505,2026-08-22,2026-08-22,3215.58,3215.58,3215.58,,,2026-09-12 23:05:03
e75f6b093d2e402184e0,116,505,2026-08-23,2026-08-23,3739.59,3739.59,3739.59,,,2026-09-12 23:05:03
1993c0112fa94ddfbd6e,112,505,2026-08-24,2026-08-24,7739.6,7739.6,7739.6,,,2026-09-12 23:05:03
c89191e9fc5b4da7b168,105,505,2026-08-25,2026-08-25,958.66,958.66,958.66,,,2026-09-12 23:05:03
912afcb645564ac39fc2,116,505,2026-08-26,2026-08-26,110.58,110.58,110.58,,,2026-09-12 23:05:03
8b37047b38644bbba734,116,505,2026-08-27,2026-08-27,2236.39,2236.39,2236.39,,,2026-09-12 23:05:03
3c5613f48b354092bd12,106,505,2026-08-28,2026-08-28,3033.37,3033.37,3033.37,,,2026-09-12 23:05:03
59d61622abe841a98e88,104,505,2026-08-29,2026-08-29,538.88,538.88,538.88,,,2026-09-12 23:05:03
c36d8b64074142b48fe9,120,505,2026-08-30,2026-08-30,6191.26,6191.26,6191.26,,,2026-09-12 23:05:03
a1bdc02456824d01b446,105,505,2026-08-31,2026-08-31,6284.59,6284.59,6284.59,,,2026-09-12 23:05:03
58240865e51b410e86cc,111,505,2026-09-01,2026-09-01,502.76,502.76,502.76,,,2026-09-12 23:05:03
adac74543aef4ebdbcd8,119,505,2026-09-02,2026-09-02,7721.86,7721.86,7721.86,,,2026-09-12 23:05:03
17e9eba7cdb5428aa3a5,117,505,2026-09-03,2026-09-03,3277.84,3277.84,3277.84,,,2026-09-12 23:05:03
d26a402a9ae54a938bf0,116,505,2026-09-04,2026-09-04,6017.32,6017.32,6017.32,,,2026-09-12 23:05:03
3e7122da124e4ac88397,105,505,2026-09-05,2026-09-05,1096.46,1096.46,1096.46,,,2026-09-12 23:05:03
c40ca5006fb44752a0f5,104,505,2026-09-06,2026-09-06,9241.21,9241.21,9241.21,,,2026-09-12 23:05:03
532ad1161e9c4ab7a052,111,505,2026-09-07,2026-09-07,4632.51,4632.51,4632.51,,,2026-09-12 23:05:03
2ffe6b3bb7be40fe8f48,103,505,2026-09-08,2026-09-08,2022.99,2022.99,2022.99,,,2026-09-12 23:05:03
517880af52a941b38f21,102,505,2026-09-09,2026-09-09,779.31,779.31,779.31,,,2026-09-12 23:05:03
8ec8e83d694e429bb3ff,116,505,2026-08-11,2026-08-11,1630.17,1630.17,1630.17,,,2026-09-12 23:05:03
0974794df95d47889b38,111,505,2026-08-12,2026-08-12,3221.78,3221.78,3221.78,,,2026-09-12 23:05:03
593debe769a04005a8f2,111,505,2026-08-13,2026-08-13,114.96,114.96,114.96,,,2026-09-12 23:05:03
7015137059cd4d218574,114,505,2026-08-14,2026-08-14,1870.78,1870.78,1870.78,,,2026-09-12 23:05:03
97b20beb2b8445df8ee2,119,505,2026-08-15,2026-08-15,2242.25,2242.25,2242.25,,,2026-09-12 23:05:03
cdcc0b07d14a482a98d1,113,505,2026-08-16,2026-08-16,369.21,369.21,369.21,,,2026-09-12 23:05:03
bd55615d587a41ccb5df,104,505,2026-08-17,2026-08-17,189.69,189.69,189.69,,,2026-09-12 23:05:03
75f1efcdf1cd43ccac15,107,505,2026-08-18,2026-08-18,415.22,415.22,415.22,,,2026-09-12 23:05:03
97a91c473e454af89de9,113,505,2026-08-19,2026-08-19,2289.03,2289.03,2289.03,,,2026-09-12 23:05:03
0797962d1ba548ceba8d,116,505,2026-08-20,2026-08-20,2538.97,2538.97,2538.97,,,2026-09-12 23:05:03
9b4ba439269d463baeb4,115,505,2026-08-21,2026-08-21,7216.1,7216.1,7216.1,,,2026-09-12 23:05:03
3dc7817d36d64f0bb703,119,505,2026-08-22,2026-08-22,558.4,558.4,558.4,,,2026-09-12 23:05:03
ebe2dc404df243eca0ce,108,505,2026-08-23,2026-08-23,1683.7,1683.7,1683.7,,,2026-09-12 23:05:03
7b6c9f47d345435ea654,112,505,2026-08-24,2026-08-24,5368.93,5368.93,5368.93,,,2026-09-12 23:05:03
b573712876db4855a01b,118,505,2026-08-25,2026-08-25,33.39,33.39,33.39,,,2026-09-12 23:05:03
a8c04c8f99994f6296ac,107,505,2026-08-26,2026-08-26,6299.56,6299.56,6299.56,,,2026-09-12 23:05:03
1d1f8e4c04004f868552,118,505,2026-08-27,2026-08-27,179.32,179.32,179.32,,,2026-09-12 23:05:03
4213b1eb6aab4a92809c,120,505,2026-08-28,2026-08-28,557.33,557.33,557.33,,,2026-09-12 23:05:03
8286dc7d382442de883a,108,505,2026-08-29,2026-08-29,4813.02,4813.02,4813.02,,,2026-09-12 23:05:03
782a2895dfa345cd9870,111,505,2026-08-30,2026-08-30,214.84,214.84,214.84,,,2026-09-12 23:05:03
b947f99820ac489081ef,109,505,2026-08-31,2026-08-31,6003.25,6003.25,6003.25,,,2026-09-12 23:05:03
355ddd4625de4baa82da,117,505,2026-09-01,2026-09-01,4315.91,4315.91,4315.91,,,2026-09-12 23:05:03
75d5a797bb5f4b2b9c1b,116,505,2026-09-02,2026-09-02,6361.37,6361.37,6361.37,,,2026-09-12 23:05:03
a6b03b351a5c462bb967,104,505,2026-09-03,2026-09-03,2276.88,2276.88,2276.88,,,2026-09-12 23:05:03
26ab6c1e565c4d5bae21,107,505,2026-09-04,2026-09-04,5200.37,5200.37,5200.37,,,2026-09-12 23:05:03
09c64326efb14c1f9ae6,114,505,2026-09-05,2026-09-05,681.25,681.25,681.25,,,2026-09-12 23:05:03
39ea33484ced4f9d82ac,113,505,2026-09-06,2026-09-06,1060.47,1060.47,1060.47,,,2026-09-12 23:05:03
ffcd3c21980340a1a9ff,120,505,2026-09-07,2026-09-07,1374.41,1374.41,1374.41,,,2026-09-12 23:05:03
180d557d5d824719a198,102,505,2026-09-08,2026-09-08,1504.59,1504.59,1504.59,,,2026-09-12 23:05:03
aea90f2eca034cc081f1,117,505,2026-09-09,2026-09-09,2206.55,2206.55,2206.55,,,2026-09-12 23:05:03
fd6bd61dc2504e29a4cf,110,505,2026-08-11,2026-08-11,2017.19,2017.19,2017.19,,,2026-09-12 23:05:03
577a1a83e37c4c65b71b,118,505,2026-08-12,2026-08-12,4343.09,4343.09,4343.09,,,2026-09-12 23:05:03
003dc1dca03346a39a44,107,505,2026-08-13,2026-08-13,598.8,598.8,598.8,,,2026-09-12 23:05:03
44b0a2e764ab4a878ff2,103,505,2026-08-14,2026-08-14,2656.57,2656.57,2656.57,,,2026-09-12 23:05:03
f38461a52a754c49bc64,106,505,2026-08-15,2026-08-15,3411.34,3411.34,3411.34,,,2026-09-12 23:05:03
08565c2967ef425b8f98,117,505,2026-08-16,2026-08-16,5999.04,5999.04,5999.04,,,2026-09-12 23:05:03
a0b0ad7a34634715a79f,110,505,2026-08-17,2026-08-17,1265.49,1265.49,1265.49,,,2026-09-12 23:05:03
11f9f3498d4c41ce84ef,103,505,2026-08-18,2026-08-18,1257.68,1257.68,1257.68,,,2026-09-12 23:05:03
3afbb4998b5e43eea1fb,113,505,2026-08-19,2026-08-19,510.23,510.23,510.23,,,2026-09-12 23:05:03
728f4e65c2854b2db831,118,505,2026-08-20,2026-08-20,1934.2,1934.2,1934.2,,,2026-09-12 23:05:03
c89468cbc7a8496dac34,107,505,2026-08-21,2026-08-21,2738.5,2738.5,2738.5,,,2026-09-12 23:05:03
4870b74ccc844cda97bb,120,505,2026-08-22,2026-08-22,4360.58,4360.58,4360.58,,,2026-09-12 23:05:03
88afbd8f8b404a9e8a00,101,505,2026-08-23,2026-08-23,1943.86,1943.86,1943.86,,,2026-09-12 23:05:03
312fdbabafd94fb9acf4,111,505,2026-08-24,2026-08-24,2418.38,2418.38,2418.38,,,2026-09-12 23:05:03
b77864bb99034129a3b7,108,505,2026-08-25,2026-08-25,192.68,192.68,192.68,,,2026-09-12 23:05:03
f4d9ac9a936a4f129e77,119,505,2026-08-26,2026-08-26,4319.14,4319.14,4319.14,,,2026-09-12 23:05:03
dbabb772001e476ca3a0,105,505,2026-08-27,2026-08-27,6434,6434,6434,,,2026-09-12 23:05:03
e112a086db204d33bd6d,104,505,2026-08-28,2026-08-28,471.58,471.58,471.58,,,2026-09-12 23:05:03
568cbacda8b04556903a,109,505,2026-08-29,2026-08-29,101.33,101.33,101.33,,,2026-09-12 23:05:03
12dea44c386c435a810d,117,505,2026-08-30,2026-08-30,1652.77,1652.77,1652.77,,,2026-09-12 23:05:03
0308252567f940b89dc4,116,505,2026-08-31,2026-08-31,1580.72,1580.72,1580.72,,,2026-09-12 23:05:03
c5c5833eee624614800a,101,505,2026-09-01,2026-09-01,2953.59,2953.59,2953.59,,,2026-09-12 23:05:03
e63d044d1c9e43deafed,114,505,2026-09-02,2026-09-02,1150.9,1150.9,1150.9,,,2026-09-12 23:05:03
efd88a39284e4e3aa573,110,505,2026-09-03,2026-09-03,2643.35,2643.35,2643.35,,,2026-09-12 23:05:03
e34c1fba98504b418a56,108,505,2026-09-04,2026-09-04,3145.28,3145.28,3145.28,,,2026-09-12 23:05:03
0cc95a4eb01d47e69447,111,505,2026-09-05,2026-09-05,1950,1950,1950,,,2026-09-12 23:05:03
c0761a87dd6a4a0a963f,107,505,2026-09-06,2026-09-06,826.23,826.23,826.23,,,2026-09-12 23:05:03
b3febf63b62a48e6826b,120,505,2026-09-07,2026-09-07,4574.6,4574.6,4574.6,,,2026-09-12 23:05:03
2650bcf3c06940909ab1,119,505,2026-09-08,2026-09-08,4278.01,4278.01,4278.01,,,2026-09-12 23:05:03
c99c9ee2c98e481e89c1,106,505,2026-09-09,2026-09-09,5787.59,5787.59,5787.59,,,2026-09-12 23:05:03
f640f59c63144f00bfed,103,506,2026-08-11,2026-08-11,979.02,979.02,979.02,,,2026-09-12 23:05:03
e4bd44b4871a46af84df,108,506,2026-08-12,2026-08-12,974.25,974.25,974.25,,,2026-09-12 23:05:03
5d3aac8f089148498b9a,103,506,2026-08-13,2026-08-13,530.5,530.5,530.5,,,2026-09-12 23:05:03
189bc8aabebc4798a1ed,111,506,2026-08-14,2026-08-14,185.23,185.23,185.23,,,2026-09-12 23:05:03
3ec50921e21b4aaeb168,104,506,2026-08-15,2026-08-15,279.26,279.26,279.26,,,2026-09-12 23:05:03
5aa09091d69b49318ae9,106,506,2026-08-16,2026-08-16,4700.13,4700.13,4700.13,,,2026-09-12 23:05:03
32f81ec785704a1cac08,103,506,2026-08-17,2026-08-17,2681.42,2681.42,2681.42,,,2026-09-12 23:05:03
199e0803318140fdbd58,116,506,2026-08-18,2026-08-18,3244.81,3244.81,3244.81,,,2026-09-12 23:05:03
825531ff4b7b4d639d36,115,506,2026-08-19,2026-08-19,1909.98,1909.98,1909.98,,,2026-09-12 23:05:03
706203ba716d4fa0a479,111,506,2026-08-20,2026-08-20,8149.26,8149.26,8149.26,,,2026-09-12 23:05:03
20c5639837d44b51977a,108,506,2026-08-21,2026-08-21,2318.81,2318.81,2318.81,,,2026-09-12 23:05:03
66899e96935f40f88052,117,506,2026-08-22,2026-08-22,284.26,284.26,284.26,,,2026-09-12 23:05:03
96d9fe3e24c5495897b4,105,506,2026-08-23,2026-08-23,1631.94,1631.94,1631.94,,,2026-09-12 23:05:03
499c7a9d00fd4ec8926e,113,506,2026-08-24,2026-08-24,592.66,592.66,592.66,,,2026-09-12 23:05:03
815b6d313582424c9f31,117,506,2026-08-25,2026-08-25,2864.54,2864.54,2864.54,,,2026-09-12 23:05:03
7cf10a56cd464535bf7a,117,506,2026-08-26,2026-08-26,3521.86,3521.86,3521.86,,,2026-09-12 23:05:03
2938a0400b814056a282,103,506,2026-08-27,2026-08-27,60.01,60.01,60.01,,,2026-09-12 23:05:03
dc077fed7bb64dd49d93,105,506,2026-08-28,2026-08-28,5433.42,5433.42,5433.42,,,2026-09-12 23:05:03
16d3a4c206844b24810c,120,506,2026-08-29,2026-08-29,871.38,871.38,871.38,,,2026-09-12 23:05:03
958b3a50dc6347af9e53,109,506,2026-08-30,2026-08-30,254.75,254.75,254.75,,,2026-09-12 23:05:03
0e0b6de9ab774312b293,119,506,2026-08-31,2026-08-31,1406.4,1406.4,1406.4,,,2026-09-12 23:05:03
ff4c0243976f443fbbd6,114,506,2026-09-01,2026-09-01,5921.36,5921.36,5921.36,,,2026-09-12 23:05:03
2781e5e0a6c1497bb56a,116,506,2026-09-02,2026-09-02,606.41,606.41,606.41,,,2026-09-12 23:05:03
c1c0218c17e64764ab9e,109,506,2026-09-03,2026-09-03,457.98,457.98,457.98,,,2026-09-12 23:05:03
9ea50f27910d4f54bc4d,112,506,2026-09-04,2026-09-04,6121.33,6121.33,6121.33,,,2026-09-12 23:05:03
fb3e96098e41466b938c,109,506,2026-09-05,2026-09-05,2567.02,2567.02,2567.02,,,2026-09-12 23:05:03
37ffc4e97ccf49839ab9,112,506,2026-09-06,2026-09-06,2566.7,2566.7,2566.7,,,2026-09-12 23:05:03
cc0facbaa0124820a071,106,506,2026-09-07,2026-09-07,2063.56,2063.56,2063.56,,,2026-09-12 23:05:03
d5b738ff38324eecb59b,118,506,2026-09-08,2026-09-08,3073.07,3073.07,3073.07,,,2026-09-12 23:05:03
9e5f5cec429a4ec4881c,106,506,2026-09-09,2026-09-09,287.18,287.18,287.18,,,2026-09-12 23:05:03
8e92694752fa49fb827d,111,506,2026-08-11,2026-08-11,1303.66,1303.66,1303.66,,,2026-09-12 23:05:03
89a0b31be1a743048f95,101,506,2026-08-12,2026-08-12,252.28,252.28,252.28,,,2026-09-12 23:05:03
12b9fe2cf86741359fef,108,506,2026-08-13,2026-08-13,4382.44,4382.44,4382.44,,,2026-09-12 23:05:03
ef7bcada25234c8d9fe6,108,506,2026-08-14,2026-08-14,28.57,28.57,28.57,,,2026-09-12 23:05:03
29fdc7c5517345bc8313,108,506,2026-08-15,2026-08-15,36.36,36.36,36.36,,,2026-09-12 23:05:03
5c2da85ad28349c9bd86,108,506,2026-08-16,2026-08-16,71.92,71.92,71.92,,,2026-09-12 23:05:03
1c86710abc7846f49cdf,110,506,2026-08-17,2026-08-17,4624.34,4624.34,4624.34,,,2026-09-12 23:05:03
dc057f7892a64157b6ad,107,506,2026-08-18,2026-08-18,862.73,862.73,862.73,,,2026-09-12 23:05:03
ecd1f7d8918a48ebafb0,101,506,2026-08-19,2026-08-19,285.13,285.13,285.13,,,2026-09-12 23:05:03
ed2f0b9271824b34a38b,106,506,2026-08-20,2026-08-20,85.8,85.8,85.8,,,2026-09-12 23:05:03
8fdcd41dfbd94f57b108,104,506,2026-08-21,2026-08-21,318.77,318.77,318.77,,,2026-09-12 23:05:03
ef05df10b1c5487d8f15,111,506,2026-08-22,2026-08-22,1029.6,1029.6,1029.6,,,2026-09-12 23:05:03
b59c390164bc46299289,112,506,2026-08-23,2026-08-23,709.88,709.88,709.88,,,2026-09-12 23:05:03
4a45a47e05ff49549eeb,108,506,2026-08-24,2026-08-24,2772.62,2772.62,2772.62,,,2026-09-12 23:05:03
c1eb82ac701a465c821a,120,506,2026-08-25,2026-08-25,4194.12,4194.12,4194.12,,,2026-09-12 23:05:03
6d6daf51c8114c28af1d,101,506,2026-08-26,2026-08-26,4.64,4.64,4.64,,,2026-09-12 23:05:03
c8e30a71fcca44b5b5fd,111,506,2026-08-27,2026-08-27,1369.85,1369.85,1369.85,,,2026-09-12 23:05:03
4c36b867c9ce4625b74d,118,506,2026-08-28,2026-08-28,577.12,577.12,577.12,,,2026-09-12 23:05:03
a8c2c834cd674df18379,115,506,2026-08-29,2026-08-29,1049,1049,1049,,,2026-09-12 23:05:03
9e4ac8a8ecb247919625,119,506,2026-08-30,2026-08-30,128.65,128.65,128.65,,,2026-09-12 23:05:03
da69590c831649a0a259,103,506,2026-08-31,2026-08-31,3721.22,3721.22,3721.22,,,2026-09-12 23:05:03
81292ba5f52a4026a928,111,506,2026-09-01,2026-09-01,221.57,221.57,221.57,,,2026-09-12 23:05:03
a64766abd0cf4eaf8a2f,101,506,2026-09-02,2026-09-02,80.46,80.46,80.46,,,2026-09-12 23:05:03
d1f66e8f32e640bea575,102,506,2026-09-03,2026-09-03,3388.07,3388.07,3388.07,,,2026-09-12 23:05:03
9904a860404e4e4fbb06,102,506,2026-09-04,2026-09-04,1585.52,1585.52,1585.52,,,2026-09-12 23:05:03
4b0e31a35907475b8695,113,506,2026-09-05,2026-09-05,806.12,806.12,806.12,,,2026-09-12 23:05:03
904a6ab510134c96a3e2,119,506,2026-09-06,2026-09-06,184.77,184.77,184.77,,,2026-09-12 23:05:03
629aff3c1ae54795b3d2,116,506,2026-09-07,2026-09-07,4203.44,4203.44,4203.44,,,2026-09-12 23:05:03
e89ea4fcc9914ee3a3d2,115,506,2026-09-08,2026-09-08,34.13,34.13,34.13,,,2026-09-12 23:05:03
b1e44316757d4626a541,113,506,2026-09-09,2026-09-09,1216.91,1216.91,1216.91,,,2026-09-12 23:05:03
d4b3d0eb66184d6c8eeb,107,506,2026-08-11,2026-08-11,1010.12,1010.12,1010.12,,,2026-09-12 23:05:03
50e47e9175f84508b8e1,118,506,2026-08-12,2026-08-12,3581.51,3581.51,3581.51,,,2026-09-12 23:05:03
8105b1482bf545c5880e,111,506,2026-08-13,2026-08-13,7712.68,7712.68,7712.68,,,2026-09-12 23:05:03
fe464fdef18a44c6ae8e,116,506,2026-08-14,2026-08-14,5134.71,5134.71,5134.71,,,2026-09-12 23:05:03
fdb4aa86f39a422d8859,112,506,2026-08-15,2026-08-15,2149.13,2149.13,2149.13,,,2026-09-12 23:05:03
bab0d0b196504c6393c1,109,506,2026-08-16,2026-08-16,4987.25,4987.25,4987.25,,,2026-09-12 23:05:03
c98f3b0bc8764eb8b7bd,116,506,2026-08-17,2026-08-17,367.92,367.92,367.92,,,2026-09-12 23:05:03
829a311092884fbfad64,108,506,2026-08-18,2026-08-18,4518.39,4518.39,4518.39,,,2026-09-12 23:05:03
890974e443544df3a35f,102,506,2026-08-19,2026-08-19,694.35,694.35,694.35,,,2026-09-12 23:05:03
d83616da243c461c819b,118,506,2026-08-20,2026-08-20,1041.43,1041.43,1041.43,,,2026-09-12 23:05:03
392c607189c0483094fc,106,506,2026-08-21,2026-08-21,947.1,947.1,947.1,,,2026-09-12 23:05:03
b209ef9511bb4380862d,110,506,2026-08-22,2026-08-22,3562.51,3562.51,3562.51,,,2026-09-12 23:05:03
3da3861ef95744d2b761,104,506,2026-08-23,2026-08-23,2430.83,2430.83,2430.83,,,2026-09-12 23:05:03
18ef9d500e7f4b638c7e,117,506,2026-08-24,2026-08-24,2118,2118,2118,,,2026-09-12 23:05:03
123f297b01824e3d8276,104,506,2026-08-25,2026-08-25,8327.91,8327.91,8327.91,,,2026-09-12 23:05:03
43091b0e45934397858f,117,506,2026-08-26,2026-08-26,193.34,193.34,193.34,,,2026-09-12 23:05:03
2e42aec6d28c403d9b73,119,506,2026-08-27,2026-08-27,828.96,828.96,828.96,,,2026-09-12 23:05:03
