purchase_order_id,item_vendor,department,item_nbr,warehouse_nbr,receipt_date,receiving_seq_nbr,order_qty,received_qty,update_timestamp
100904023,509,17,100904,104,2026-09-02,23,69,69,2026-09-12 23:05:03
100904024,509,25,100904,113,2026-09-03,24,32,32,2026-09-12 23:05:03
100904025,509,10,100904,104,2026-09-04,25,50,50,2026-09-12 23:05:03
100904026,509,14,100904,113,2026-09-05,26,7,7,2026-09-12 23:05:03
100904027,509,15,100904,119,2026-09-06,27,92,92,2026-09-12 23:05:03
100904028,509,14,100904,103,2026-09-07,28,16,16,2026-09-12 23:05:03
100904029,509,24,100904,111,2026-09-08,29,95,95,2026-09-12 23:05:03
100904030,509,23,100904,117,2026-09-09,30,68,68,2026-09-12 23:05:03
100905001,509,13,100905,107,2026-08-11,1,12,12,2026-09-12 23:05:03
100905002,509,10,100905,106,2026-08-12,2,4,4,2026-09-12 23:05:03
100905003,509,27,100905,102,2026-08-13,3,62,62,2026-09-12 23:05:03
100905004,509,12,100905,108,2026-08-14,4,37,37,2026-09-12 23:05:03
100905005,509,16,100905,107,2026-08-15,5,66,66,2026-09-12 23:05:03
100905006,509,11,100905,115,2026-08-16,6,52,52,2026-09-12 23:05:03
100905007,509,22,100905,105,2026-08-17,7,19,19,2026-09-12 23:05:03
100905008,509,14,100905,116,2026-08-18,8,85,85,2026-09-12 23:05:03
100905009,509,11,100905,108,2026-08-19,9,51,51,2026-09-12 23:05:03
100905010,509,12,100905,111,2026-08-20,10,56,56,2026-09-12 23:05:03
100905011,509,29,100905,111,2026-08-21,11,93,93,2026-09-12 23:05:03
100905012,509,12,100905,112,2026-08-22,12,97,97,2026-09-12 23:05:03
100905013,509,13,100905,102,2026-08-23,13,3,3,2026-09-12 23:05:03
100905014,509,13,100905,112,2026-08-24,14,5,5,2026-09-12 23:05:03
100905015,509,22,100905,101,2026-08-25,15,92,92,2026-09-12 23:05:03
100905016,509,14,100905,119,2026-08-26,16,33,33,2026-09-12 23:05:03
100905017,509,18,100905,106,2026-08-27,17,29,29,2026-09-12 23:05:03
100905018,509,15,100905,115,2026-08-28,18,10,10,2026-09-12 23:05:03
100905019,509,21,100905,119,2026-08-29,19,34,34,2026-09-12 23:05:03
100905020,509,11,100905,117,2026-08-30,20,46,46,2026-09-12 23:05:03
100905021,509,27,100905,101,2026-08-31,21,38,38,2026-09-12 23:05:03
100905022,509,11,100905,109,2026-09-01,22,44,44,2026-09-12 23:05:03
100905023,509,20,100905,104,2026-09-02,23,37,37,2026-09-12 23:05:03
100905024,509,21,100905,106,2026-09-03,24,22,22,2026-09-12 23:05:03
100905025,509,11,100905,102,2026-09-04,25,17,17,2026-09-12 23:05:03
100905026,509,23,100905,119,2026-09-05,26,28,28,2026-09-12 23:05:03
100905027,509,24,100905,103,2026-09-06,27,88,88,2026-09-12 23:05:03
100905028,509,28,100905,101,2026-09-07,28,27,27,2026-09-12 23:05:03
100905029,509,12,100905,115,2026-09-08,29,32,32,2026-09-12 23:05:03
100905030,509,29,100905,110,2026-09-09,30,32,32,2026-09-12 23:05:03
100906001,509,21,100906,111,2026-08-11,1,85,85,2026-09-12 23:05:03
100906002,509,21,100906,112,2026-08-12,2,19,19,2026-09-12 23:05:03
100906003,509,22,100906,119,2026-08-13,3,39,39,2026-09-12 23:05:03
100906004,509,10,100906,108,2026-08-14,4,78,78,2026-09-12 23:05:03
100906005,509,22,100906,105,2026-08-15,5,74,74,2026-09-12 23:05:03
100906006,509,16,100906,112,2026-08-16,6,1,1,2026-09-12 23:05:03
100906007,509,25,100906,101,2026-08-17,7,3,3,2026-09-12 23:05:03
100906008,509,19,100906,114,2026-08-18,8,76,76,2026-09-12 23:05:03
100906009,509,22,100906,120,2026-08-19,9,99,99,2026-09-12 23:05:03
100906010,509,27,100906,113,2026-08-20,10,2,2,2026-09-12 23:05:03
100906011,509,15,100906,116,2026-08-21,11,64,64,2026-09-12 23:05:03
100906012,509,29,100906,102,2026-08-22,12,9,9,2026-09-12 23:05:03
100906013,509,17,100906,104,2026-08-23,13,46,46,2026-09-12 23:05:03
100906014,509,24,100906,104,2026-08-24,14,100,100,2026-09-12 23:05:03
100906015,509,12,100906,117,2026-08-25,15,47,47,2026-09-12 23:05:03
100906016,509,11,100906,101,2026-08-26,16,43,43,2026-09-12 23:05:03
100906017,509,16,100906,109,2026-08-27,17,35,35,2026-09-12 23:05:03
100906018,509,14,100906,117,2026-08-28,18,14,14,2026-09-12 23:05:03
100906019,509,10,100906,104,2026-08-29,19,25,25,2026-09-12 23:05:03
100906020,509,12,100906,110,2026-08-30,20,66,66,2026-09-12 23:05:03
100906021,509,20,100906,115,2026-08-31,21,49,49,2026-09-12 23:05:03
100906022,509,10,100906,102,2026-09-01,22,2,2,2026-09-12 23:05:03
100906023,509,12,100906,108,2026-09-02,23,19,19,2026-09-12 23:05:03
100906024,509,13,100906,104,2026-09-03,24,88,88,2026-09-12 23:05:03
100906025,509,27,100906,110,2026-09-04,25,77,77,2026-09-12 23:05:03
100906026,509,14,100906,117,2026-09-05,26,10,10,2026-09-12 23:05:03
100906027,509,24,100906,114,2026-09-06,27,8,8,2026-09-12 23:05:03
100906028,509,20,100906,120,2026-09-07,28,23,23,2026-09-12 23:05:03
100906029,509,17,100906,102,2026-09-08,29,37,37,2026-09-12 23:05:03
100906030,509,23,100906,111,2026-09-09,30,29,29,2026-09-12 23:05:03
100907001,509,24,100907,104,2026-08-11,1,58,58,2026-09-12 23:05:03
100907002,509,13,100907,108,2026-08-12,2,79,79,2026-09-12 23:05:03
100907003,509,29,100907,120,2026-08-13,3,36,36,2026-09-12 23:05:03
100907004,509,21,100907,118,2026-08-14,4,70,70,2026-09-12 23:05:03
100907005,509,15,100907,118,2026-08-15,5,75,75,2026-09-12 23:05:03
100907006,509,11,100907,111,2026-08-16,6,10,10,2026-09-12 23:05:03
100907007,509,29,100907,111,2026-08-17,7,86,86,2026-09-12 23:05:03
100907008,509,10,100907,116,2026-08-18,8,86,86,2026-09-12 23:05:03
100907009,509,23,100907,102,2026-08-19,9,1,1,2026-09-12 23:05:03
100907010,509,15,100907,115,2026-08-20,10,4,4,2026-09-12 23:05:03
100907011,509,16,100907,105,2026-08-21,11,68,68,2026-09-12 23:05:03
100907012,509,11,100907,118,2026-08-22,12,85,85,2026-09-12 23:05:03
100907013,509,29,100907,105,2026-08-23,13,75,75,2026-09-12 23:05:03
100907014,509,20,100907,106,2026-08-24,14,26,26,2026-09-12 23:05:03
100907015,509,16,100907,108,2026-08-25,15,76,76,2026-09-12 23:05:03
100907016,509,11,100907,110,2026-08-26,16,21,21,2026-09-12 23:05:03
100907017,509,11,100907,109,2026-08-27,17,96,96,2026-09-12 23:05:03
100907018,509,22,100907,103,2026-08-28,18,69,69,2026-09-12 23:05:03
100907019,509,17,100907,108,2026-08-29,19,97,97,2026-09-12 23:05:03
100907020,509,21,100907,104,2026-08-30,20,41,41,2026-09-12 23:05:03
100907021,509,22,100907,120,2026-08-31,21,14,14,2026-09-12 23:05:03
100907022,509,12,100907,106,2026-09-01,22,61,61,2026-09-12 23:05:03
100907023,509,24,100907,113,2026-09-02,23,65,65,2026-09-12 23:05:03
100907024,509,29,100907,111,2026-09-03,24,58,58,2026-09-12 23:05:03
100907025,509,15,100907,116,2026-09-04,25,34,34,2026-09-12 23:05:03
100907026,509,16,100907,120,2026-09-05,26,46,46,2026-09-12 23:05:03
100907027,509,17,100907,108,2026-09-06,27,90,90,2026-09-12 23:05:03
100907028,509,29,100907,115,2026-09-07,28,92,92,2026-09-12 23:05:03
100907029,509,17,100907,107,2026-09-08,29,72,72,2026-09-12 23:05:03
100907030,509,28,100907,107,2026-09-09,30,47,47,2026-09-12 23:05:03
100908001,509,23,100908,108,2026-08-11,1,79,79,2026-09-12 23:05:03
100908002,509,23,100908,114,2026-08-12,2,29,29,2026-09-12 23:05:03
100908003,509,28,100908,113,2026-08-13,3,65,65,2026-09-12 23:05:03
100908004,509,13,100908,102,2026-08-14,4,80,80,2026-09-12 23:05:03
100908005,509,17,100908,119,2026-08-15,5,99,99,2026-09-12 23:05:03
100908006,509,23,100908,119,2026-08-16,6,42,42,2026-09-12 23:05:03
100908007,509,23,100908,106,2026-08-17,7,24,24,2026-09-12 23:05:03
100908008,509,12,100908,112,2026-08-18,8,95,95,2026-09-12 23:05:03
100908009,509,14,100908,108,2026-08-19,9,62,62,2026-09-12 23:05:03
100908010,509,29,100908,120,2026-08-20,10,83,83,2026-09-12 23:05:03
100908011,509,21,100908,103,2026-08-21,11,45,45,2026-09-12 23:05:03
100908012,509,25,100908,117,2026-08-22,12,55,55,2026-09-12 23:05:03
100908013,509,23,100908,110,2026-08-23,13,63,63,2026-09-12 23:05:03
100908014,509,23,100908,108,2026-08-24,14,29,29,2026-09-12 23:05:03
100908015,509,19,100908,101,2026-08-25,15,16,16,2026-09-12 23:05:03
100908016,509,15,100908,108,2026-08-26,16,83,83,2026-09-12 23:05:03
100908017,509,23,100908,103,2026-08-27,17,80,80,2026-09-12 23:05:03
100908018,509,18,100908,113,2026-08-28,18,90,90,2026-09-12 23:05:03
100908019,509,25,100908,105,2026-08-29,19,62,62,2026-09-12 23:05:03
100908020,509,27,100908,112,2026-08-30,20,50,50,2026-09-12 23:05:03
100908021,509,17,100908,119,2026-08-31,21,38,38,2026-09-12 23:05:03
100908022,509,21,100908,104,2026-09-01,22,27,27,2026-09-12 23:05:03
100908023,509,25,100908,105,2026-09-02,23,74,74,2026-09-12 23:05:03
100908024,509,26,100908,119,2026-09-03,24,6,6,2026-09-12 23:05:03
100908025,509,22,100908,111,2026-09-04,25,2,2,2026-09-12 23:05:03
100908026,509,15,100908,108,2026-09-05,26,92,92,2026-09-12 23:05:03
100908027,509,17,100908,110,2026-09-06,27,100,100,2026-09-12 23:05:03
100908028,509,19,100908,111,2026-09-07,28,86,86,2026-09-12 23:05:03
100908029,509,23,100908,119,2026-09-08,29,6,6,2026-09-12 23:05:03
100908030,509,10,100908,110,2026-09-09,30,68,68,2026-09-12 23:05:03
100909001,509,26,100909,102,2026-08-11,1,62,62,2026-09-12 23:05:03
100909002,509,26,100909,116,2026-08-12,2,27,27,2026-09-12 23:05:03
100909003,509,17,100909,115,2026-08-13,3,17,17,2026-09-12 23:05:03
100909004,509,22,100909,102,2026-08-14,4,28,28,2026-09-12 23:05:03
100909005,509,26,100909,103,2026-08-15,5,52,52,2026-09-12 23:05:03
100909006,509,16,100909,117,2026-08-16,6,67,67,2026-09-12 23:05:03
100909007,509,12,100909,109,2026-08-17,7,29,29,2026-09-12 23:05:03
100909008,509,18,100909,101,2026-08-18,8,47,47,2026-09-12 23:05:03
100909009,509,29,100909,105,2026-08-19,9,77,77,2026-09-12 23:05:03
100909010,509,29,100909,110,2026-08-20,10,77,77,2026-09-12 23:05:03
100909011,509,26,100909,120,2026-08-21,11,90,90,2026-09-12 23:05:03
100909012,509,12,100909,113,2026-08-22,12,3,3,2026-09-12 23:05:03
100909013,509,26,100909,111,2026-08-23,13,78,78,2026-09-12 23:05:03
100909014,509,26,100909,107,2026-08-24,14,88,88,2026-09-12 23:05:03
100909015,509,12,100909,120,2026-08-25,15,1,1,2026-09-12 23:05:03
100909016,509,17,100909,105,2026-08-26,16,93,93,2026-09-12 23:05:03
100909017,509,10,100909,110,2026-08-27,17,80,80,2026-09-12 23:05:03
100909018,509,27,100909,110,2026-08-28,18,28,28,2026-09-12 23:05:03
100909019,509,20,100909,112,2026-08-29,19,85,85,2026-09-12 23:05:03
100909020,509,24,100909,109,2026-08-30,20,12,12,2026-09-12 23:05:03
100909021,509,26,100909,101,2026-08-31,21,26,26,2026-09-12 23:05:03
100909022,509,10,100909,103,2026-09-01,22,47,47,2026-09-12 23:05:03
100909023,509,17,100909,103,2026-09-02,23,91,91,2026-09-12 23:05:03
100909024,509,25,100909,120,2026-09-03,24,16,16,2026-09-12 23:05:03
100909025,509,11,100909,115,2026-09-04,25,86,86,2026-09-12 23:05:03
100909026,509,18,100909,116,2026-09-05,26,82,82,2026-09-12 23:05:03
100909027,509,11,100909,107,2026-09-06,27,61,61,2026-09-12 23:05:03
100909028,509,25,100909,115,2026-09-07,28,86,86,2026-09-12 23:05:03
100909029,509,12,100909,101,2026-09-08,29,34,34,2026-09-12 23:05:03
100909030,509,29,100909,120,2026-09-09,30,81,81,2026-09-12 23:05:03
100910001,509,29,100910,120,2026-08-11,1,23,23,2026-09-12 23:05:03
100910002,509,10,100910,103,2026-08-12,2,44,44,2026-09-12 23:05:03
100910003,509,17,100910,105,2026-08-13,3,12,12,2026-09-12 23:05:03
100910004,509,25,100910,117,2026-08-14,4,27,27,2026-09-12 23:05:03
100910005,509,17,100910,103,2026-08-15,5,20,20,2026-09-12 23:05:03
100910006,509,15,100910,115,2026-08-16,6,92,92,2026-09-12 23:05:03
100910007,509,21,100910,109,2026-08-17,7,34,34,2026-09-12 23:05:03
100910008,509,24,100910,105,2026-08-18,8,98,98,2026-09-12 23:05:03
100910009,509,28,100910,106,2026-08-19,9,6,6,2026-09-12 23:05:03
100910010,509,16,100910,118,2026-08-20,10,69,69,2026-09-12 23:05:03
100910011,509,19,100910,120,2026-08-21,11,28,28,2026-09-12 23:05:03
100910012,509,29,100910,116,2026-08-22,12,7,7,2026-09-12 23:05:03
100910013,509,29,100910,113,2026-08-23,13,69,69,2026-09-12 23:05:03
100910014,509,27,100910,105,2026-08-24,14,41,41,2026-09-12 23:05:03
100910015,509,26,100910,111,2026-08-25,15,26,26,2026-09-12 23:05:03
100910016,509,29,100910,103,2026-08-26,16,95,95,2026-09-12 23:05:03
100910017,509,16,100910,115,2026-08-27,17,59,59,2026-09-12 23:05:03
100910018,509,22,100910,107,2026-08-28,18,50,50,2026-09-12 23:05:03
100910019,509,21,100910,109,2026-08-29,19,94,94,2026-09-12 23:05:03
100910020,509,13,100910,116,2026-08-30,20,78,78,2026-09-12 23:05:03
100910021,509,29,100910,116,2026-08-31,21,97,97,2026-09-12 23:05:03
100910022,509,16,100910,118,2026-09-01,22,17,17,2026-09-12 23:05:03
100910023,509,22,100910,114,2026-09-02,23,97,97,2026-09-12 23:05:03
100910024,509,12,100910,101,2026-09-03,24,40,40,2026-09-12 23:05:03
100910025,509,14,100910,112,2026-09-04,25,22,22,2026-09-12 23:05:03
100910026,509,10,100910,109,2026-09-05,26,94,94,2026-09-12 23:05:03
100910027,509,27,100910,101,2026-09-06,27,37,37,2026-09-12 23:05:03
100910028,509,15,100910,115,2026-09-07,28,30,30,2026-09-12 23:05:03
100910029,509,20,100910,108,2026-09-08,29,5,5,2026-09-12 23:05:03
100910030,509,19,100910,114,2026-09-09,30,30,30,2026-09-12 23:05:03
101001001,510,25,101001,115,2026-08-11,1,61,61,2026-09-12 23:05:03
101001002,510,15,101001,107,2026-08-12,2,21,21,2026-09-12 23:05:03
101001003,510,26,101001,109,2026-08-13,3,67,67,2026-09-12 23:05:03
101001004,510,11,101001,114,2026-08-14,4,16,16,2026-09-12 23:05:03
101001005,510,23,101001,118,2026-08-15,5,42,42,2026-09-12 23:05:03
101001006,510,12,101001,101,2026-08-16,6,13,13,2026-09-12 23:05:03
101001007,510,16,101001,109,2026-08-17,7,45,45,2026-09-12 23:05:03
101001008,510,19,101001,107,2026-08-18,8,51,51,2026-09-12 23:05:03
101001009,510,12,101001,109,2026-08-19,9,59,59,2026-09-12 23:05:03
101001010,510,18,101001,102,2026-08-20,10,89,89,2026-09-12 23:05:03
101001011,510,28,101001,115,2026-08-21,11,53,53,2026-09-12 23:05:03
101001012,510,23,101001,101,2026-08-22,12,39,39,2026-09-12 23:05:03
101001013,510,23,101001,109,2026-08-23,13,60,60,2026-09-12 23:05:03
101001014,510,16,101001,107,2026-08-24,14,40,40,2026-09-12 23:05:03
101001015,510,16,101001,101,2026-08-25,15,63,63,2026-09-12 23:05:03
101001016,510,25,101001,108,2026-08-26,16,54,54,2026-09-12 23:05:03
101001017,510,19,101001,116,2026-08-27,17,23,23,2026-09-12 23:05:03
101001018,510,25,101001,120,2026-08-28,18,26,26,2026-09-12 23:05:03
101001019,510,23,101001,115,2026-08-29,19,46,46,2026-09-12 23:05:03
101001020,510,10,101001,111,2026-08-30,20,10,10,2026-09-12 23:05:03
101001021,510,20,101001,102,2026-08-31,21,8,8,2026-09-12 23:05:03
101001022,510,27,101001,116,2026-09-01,22,40,40,2026-09-12 23:05:03
101001023,510,16,101001,110,2026-09-02,23,59,59,2026-09-12 23:05:03
101001024,510,19,101001,113,2026-09-03,24,45,45,2026-09-12 23:05:03
101001025,510,11,101001,112,2026-09-04,25,42,42,2026-09-12 23:05:03
101001026,510,25,101001,113,2026-09-05,26,40,40,2026-09-12 23:05:03
101001027,510,23,101001,102,2026-09-06,27,21,21,2026-09-12 23:05:03
101001028,510,12,101001,101,2026-09-07,28,91,91,2026-09-12 23:05:03
101001029,510,11,101001,109,2026-09-08,29,2,2,2026-09-12 23:05:03
101001030,510,25,101001,101,2026-09-09,30,36,36,2026-09-12 23:05:03
101002001,510,27,101002,105,2026-08-11,1,31,31,2026-09-12 23:05:03
101002002,510,20,101002,108,2026-08-12,2,87,87,2026-09-12 23:05:03
101002003,510,20,101002,106,2026-08-13,3,55,55,2026-09-12 23:05:03
101002004,510,13,101002,118,2026-08-14,4,41,41,2026-09-12 23:05:03
101002005,510,26,101002,120,2026-08-15,5,80,80,2026-09-12 23:05:03
101002006,510,25,101002,118,2026-08-16,6,75,75,2026-09-12 23:05:03
101002007,510,12,101002,106,2026-08-17,7,62,62,2026-09-12 23:05:03
101002008,510,28,101002,118,2026-08-18,8,61,61,2026-09-12 23:05:03
101002009,510,12,101002,111,2026-08-19,9,26,26,2026-09-12 23:05:03
101002010,510,12,101002,108,2026-08-20,10,58,58,2026-09-12 23:05:03
101002011,510,19,101002,105,2026-08-21,11,89,89,2026-09-12 23:05:03
101002012,510,29,101002,107,2026-08-22,12,60,60,2026-09-12 23:05:03
101002013,510,29,101002,113,2026-08-23,13,89,89,2026-09-12 23:05:03
101002014,510,28,101002,111,2026-08-24,14,23,23,2026-09-12 23:05:03
101002015,510,13,101002,101,2026-08-25,15,22,22,2026-09-12 23:05:03
101002016,510,21,101002,104,2026-08-26,16,57,57,2026-09-12 23:05:03
101002017,510,28,101002,106,2026-08-27,17,38,38,2026-09-12 23:05:03
101002018,510,29,101002,117,2026-08-28,18,25,25,2026-09-12 23:05:03
101002019,510,23,101002,115,2026-08-29,19,25,25,2026-09-12 23:05:03
101002020,510,10,101002,103,2026-08-30,20,81,81,2026-09-12 23:05:03
101002021,510,24,101002,102,2026-08-31,21,83,83,2026-09-12 23:05:03
101002022,510,14,101002,107,2026-09-01,22,77,77,2026-09-12 23:05:03
101002023,510,15,101002,107,2026-09-02,23,84,84,2026-09-12 23:05:03
101002024,510,20,101002,103,2026-09-03,24,68,68,2026-09-12 23:05:03
101002025,510,24,101002,101,2026-09-04,25,88,88,2026-09-12 23:05:03
101002026,510,26,101002,111,2026-09-05,26,12,12,2026-09-12 23:05:03
101002027,510,15,101002,117,2026-09-06,27,48,48,2026-09-12 23:05:03
101002028,510,26,101002,114,2026-09-07,28,100,100,2026-09-12 23:05:03
101002029,510,13,101002,112,2026-09-08,29,98,98,2026-09-12 23:05:03
101002030,510,26,101002,109,2026-09-09,30,38,38,2026-09-12 23:05:03
101003001,510,23,101003,116,2026-08-11,1,92,92,2026-09-12 23:05:03
101003002,510,24,101003,114,2026-08-12,2,50,50,2026-09-12 23:05:03
101003003,510,24,101003,113,2026-08-13,3,73,73,2026-09-12 23:05:03
101003004,510,24,101003,101,2026-08-14,4,59,59,2026-09-12 23:05:03
101003005,510,12,101003,117,2026-08-15,5,68,68,2026-09-12 23:05:03
101003006,510,23,101003,103,2026-08-16,6,17,17,2026-09-12 23:05:03
101003007,510,19,101003,101,2026-08-17,7,60,60,2026-09-12 23:05:03
101003008,510,15,101003,110,2026-08-18,8,76,76,2026-09-12 23:05:03
101003009,510,26,101003,105,2026-08-19,9,17,17,2026-09-12 23:05:03
101003010,510,19,101003,106,2026-08-20,10,93,93,2026-09-12 23:05:03
101003011,510,29,101003,114,2026-08-21,11,30,30,2026-09-12 23:05:03
101003012,510,20,101003,112,2026-08-22,12,61,61,2026-09-12 23:05:03
101003013,510,26,101003,112,2026-08-23,13,69,69,2026-09-12 23:05:03
101003014,510,28,101003,111,2026-08-24,14,68,68,2026-09-12 23:05:03
101003015,510,25,101003,118,2026-08-25,15,51,51,2026-09-12 23:05:03
101003016,510,26,101003,115,2026-08-26,16,82,82,2026-09-12 23:05:03
101003017,510,15,101003,112,2026-08-27,17,62,62,2026-09-12 23:05:03
101003018,510,25,101003,119,2026-08-28,18,91,91,2026-09-12 23:05:03
101003019,510,11,101003,106,2026-08-29,19,17,17,2026-09-12 23:05:03
101003020,510,18,101003,101,2026-08-30,20,41,41,2026-09-12 23:05:03
101003021,510,20,101003,119,2026-08-31,21,10,10,2026-09-12 23:05:03
101003022,510,28,101003,116,2026-09-01,22,83,83,2026-09-12 23:05:03
101003023,510,29,101003,113,2026-09-02,23,76,76,2026-09-12 23:05:03
101003024,510,24,101003,106,2026-09-03,24,48,48,2026-09-12 23:05:03
101003025,510,15,101003,119,2026-09-04,25,22,22,2026-09-12 23:05:03
101003026,510,19,101003,102,2026-09-05,26,63,63,2026-09-12 23:05:03
101003027,510,26,101003,114,2026-09-06,27,77,77,2026-09-12 23:05:03
101003028,510,27,101003,106,2026-09-07,28,77,77,2026-09-12 23:05:03
101003029,510,22,101003,110,2026-09-08,29,69,69,2026-09-12 23:05:03
101003030,510,14,101003,115,2026-09-09,30,35,35,2026-09-12 23:05:03
101004001,510,19,101004,118,2026-08-11,1,94,94,2026-09-12 23:05:03
101004002,510,12,101004,117,2026-08-12,2,85,85,2026-09-12 23:05:03
101004003,510,25,101004,112,2026-08-13,3,33,33,2026-09-12 23:05:03
101004004,510,17,101004,111,2026-08-14,4,61,61,2026-09-12 23:05:03
101004005,510,25,101004,114,2026-08-15,5,89,89,2026-09-12 23:05:03
101004006,510,19,101004,104,2026-08-16,6,2,2,2026-09-12 23:05:03
101004007,510,16,101004,101,2026-08-17,7,61,61,2026-09-12 23:05:03
101004008,510,29,101004,114,2026-08-18,8,7,7,2026-09-12 23:05:03
101004009,510,22,101004,107,2026-08-19,9,59,59,2026-09-12 23:05:03
101004010,510,18,101004,101,2026-08-20,10,37,37,2026-09-12 23:05:03
101004011,510,24,101004,104,2026-08-21,11,9,9,2026-09-12 23:05:03
101004012,510,25,101004,107,2026-08-22,12,11,11,2026-09-12 23:05:03
101004013,510,15,101004,102,2026-08-23,13,32,32,2026-09-12 23:05:03
101004014,510,18,101004,106,2026-08-24,14,69,69,2026-09-12 23:05:03
101004015,510,17,101004,109,2026-08-25,15,83,83,2026-09-12 23:05:03
101004016,510,22,101004,115,2026-08-26,16,48,48,2026-09-12 23:05:03
101004017,510,21,101004,110,2026-08-27,17,36,36,2026-09-12 23:05:03
101004018,510,22,101004,109,2026-08-28,18,92,92,2026-09-12 23:05:03
101004019,510,23,101004,120,2026-08-29,19,30,30,2026-09-12 23:05:03
101004020,510,28,101004,111,2026-08-30,20,21,21,2026-09-12 23:05:03
101004021,510,14,101004,114,2026-08-31,21,92,92,2026-09-12 23:05:03
101004022,510,19,101004,109,2026-09-01,22,87,87,2026-09-12 23:05:03
101004023,510,11,101004,114,2026-09-02,23,8,8,2026-09-12 23:05:03
101004024,510,11,101004,119,2026-09-03,24,5,5,2026-09-12 23:05:03
101004025,510,21,101004,104,2026-09-04,25,65,65,2026-09-12 23:05:03
101004026,510,24,101004,118,2026-09-05,26,78,78,2026-09-12 23:05:03
101004027,510,18,101004,116,2026-09-06,27,15,15,2026-09-12 23:05:03
101004028,510,14,101004,101,2026-09-07,28,28,28,2026-09-12 23:05:03
101004029,510,22,101004,120,2026-09-08,29,45,45,2026-09-12 23:05:03
101004030,510,13,101004,119,2026-09-09,30,12,12,2026-09-12 23:05:03
101005001,510,15,101005,104,2026-08-11,1,29,29,2026-09-12 23:05:03
101005002,510,22,101005,109,2026-08-12,2,35,35,2026-09-12 23:05:03
101005003,510,11,101005,109,2026-08-13,3,89,89,2026-09-12 23:05:03
101005004,510,16,101005,106,2026-08-14,4,65,65,2026-09-12 23:05:03
101005005,510,27,101005,119,2026-08-15,5,92,92,2026-09-12 23:05:03
101005006,510,21,101005,120,2026-08-16,6,45,45,2026-09-12 23:05:03
101005007,510,28,101005,117,2026-08-17,7,11,11,2026-09-12 23:05:03
101005008,510,21,101005,112,2026-08-18,8,39,39,2026-09-12 23:05:03
101005009,510,22,101005,102,2026-08-19,9,27,27,2026-09-12 23:05:03
101005010,510,27,101005,110,2026-08-20,10,48,48,2026-09-12 23:05:03
101005011,510,24,101005,102,2026-08-21,11,51,51,2026-09-12 23:05:03
101005012,510,17,101005,102,2026-08-22,12,88,88,2026-09-12 23:05:03
101005013,510,24,101005,111,2026-08-23,13,37,37,2026-09-12 23:05:03
101005014,510,11,101005,102,2026-08-24,14,45,45,2026-09-12 23:05:03
101005015,510,19,101005,104,2026-08-25,15,50,50,2026-09-12 23:05:03
101005016,510,29,101005,106,2026-08-26,16,36,36,2026-09-12 23:05:03
101005017,510,10,101005,118,2026-08-27,17,86,86,2026-09-12 23:05:03
101005018,510,11,101005,118,2026-08-28,18,18,18,2026-09-12 23:05:03
101005019,510,25,101005,110,2026-08-29,19,11,11,2026-09-12 23:05:03
101005020,510,18,101005,112,2026-08-30,20,49,49,2026-09-12 23:05:03
101005021,510,22,101005,106,2026-08-31,21,71,71,2026-09-12 23:05:03
101005022,510,23,101005,108,2026-09-01,22,61,61,2026-09-12 23:05:03
101005023,510,16,101005,118,2026-09-02,23,7,7,2026-09-12 23:05:03
101005024,510,13,101005,118,2026-09-03,24,54,54,2026-09-12 23:05:03
101005025,510,17,101005,110,2026-09-04,25,27,27,2026-09-12 23:05:03
101005026,510,16,101005,107,2026-09-05,26,2,2,2026-09-12 23:05:03
101005027,510,29,101005,101,2026-09-06,27,67,67,2026-09-12 23:05:03
101005028,510,28,101005,113,2026-09-07,28,66,66,2026-09-12 23:05:03
101005029,510,23,101005,109,2026-09-08,29,4,4,2026-09-12 23:05:03
101005030,510,26,101005,104,2026-09-09,30,61,61,2026-09-12 23:05:03
101006001,510,19,101006,113,2026-08-11,1,77,77,2026-09-12 23:05:03
101006002,510,15,101006,114,2026-08-12,2,34,34,2026-09-12 23:05:03
101006003,510,22,101006,101,2026-08-13,3,24,24,2026-09-12 23:05:03
101006004,510,18,101006,115,2026-08-14,4,74,74,2026-09-12 23:05:03
101006005,510,29,101006,105,2026-08-15,5,11,11,2026-09-12 23:05:03
101006006,510,14,101006,109,2026-08-16,6,77,77,2026-09-12 23:05:03
101006007,510,21,101006,116,2026-08-17,7,34,34,2026-09-12 23:05:03
101006008,510,29,101006,108,2026-08-18,8,46,46,2026-09-12 23:05:03
101006009,510,11,101006,118,2026-08-19,9,49,49,2026-09-12 23:05:03
101006010,510,22,101006,117,2026-08-20,10,87,87,2026-09-12 23:05:03
101006011,510,20,101006,111,2026-08-21,11,100,100,2026-09-12 23:05:03
101006012,510,17,101006,118,2026-08-22,12,35,35,2026-09-12 23:05:03
101006013,510,19,101006,113,2026-08-23,13,28,28,2026-09-12 23:05:03
101006014,510,19,101006,113,2026-08-24,14,46,46,2026-09-12 23:05:03
101006015,510,10,101006,108,2026-08-25,15,13,13,2026-09-12 23:05:03
101006016,510,10,101006,118,2026-08-26,16,27,27,2026-09-12 23:05:03
101006017,510,28,101006,117,2026-08-27,17,35,35,2026-09-12 23:05:03
101006018,510,28,101006,117,2026-08-28,18,11,11,2026-09-12 23:05:03
101006019,510,22,101006,106,2026-08-29,19,48,48,2026-09-12 23:05:03
